imagePath,labelId
Apple___healthy\60385266-12df-445f-9fcf-196b1f91c254___RS_HL 8070.JPG,3
Peach___Bacterial_spot\8388cf16-8ed6-4eae-8617-372442cf8244___Rut._Bact.S 0778.JPG,16
Orange___Haunglongbing_(Citrus_greening)\0a5bd69f-8b7a-495d-96ff-413c83aed4d3___CREC_HLB 4778.JPG,15
"Pepper,_bell___healthy\55ece8d9-c71c-47ec-99f0-11fc9e726485___JR_HL 7768.JPG",19
Orange___Haunglongbing_(Citrus_greening)\a1ab7dea-1197-4db4-8317-0198053c5e25___CREC_HLB 5421.JPG,15
Squash___Powdery_mildew\bbbda6a9-556c-4b8a-bc2c-32c33b2796ef___MD_Powd.M 0055.JPG,25
Soybean___healthy\e6145c84-06d9-4c4d-aa51-892ddeed8cd1___RS_HL 4394.JPG,24
Tomato___Tomato_Yellow_Leaf_Curl_Virus\89de7ddc-d78b-44fb-b1e5-80333e62ee33___UF.GRC_YLCV_Lab 02285.JPG,35
Orange___Haunglongbing_(Citrus_greening)\0611da5d-5160-4a3e-b933-0469461778b8___UF.Citrus_HLB_Lab 0551.JPG,15
Grape___healthy\5dcbb418-66cf-4ee2-87ae-1de6c0608180___Mt.N.V_HL 6034.JPG,14
Tomato___Early_blight\6e673a0a-ad79-489d-bd0a-d96479fd81b5___RS_Erly.B 7441.JPG,29
"Pepper,_bell___Bacterial_spot\c5ae280d-bbc4-4ef5-8c09-38a241b8c00d___NREC_B.Spot 9199.JPG",18
Peach___Bacterial_spot\80ee1ba0-600c-40a1-bff7-0e9aded851a6___Rutg._Bact.S 1936.JPG,16
Tomato___Bacterial_spot\291aa719-2698-4449-9e9c-095cfc04da6f___GCREC_Bact.Sp 6196.JPG,28
Soybean___healthy\9571fb34-23ef-4d9d-a8f9-8e56c5971413___RS_HL 5216.JPG,24
Orange___Haunglongbing_(Citrus_greening)\f45c8a9e-6a4d-4d59-8bc1-9c4f8e287569___CREC_HLB 6992.JPG,15
Grape___Esca_(Black_Measles)\48ef2bb0-a34e-420c-884d-c5f59d666a74___FAM_B.Msls 0965.JPG,12
Grape___Black_rot\7c8ce886-88dc-4b62-b562-a9b5968ebd07___FAM_B.Rot 3170.JPG,11
Apple___Apple_scab\08c42d78-aa7b-4106-b0c1-b260f898dcba___FREC_Scab 3151.JPG,0
Blueberry___healthy\608e5585-86a8-4d25-91a7-e841f3ea4d60___RS_HL 2652.JPG,4
Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\6d1b8a4c-e7c0-4bab-a9fa-312516c91849___FAM_L.Blight 4739.JPG,13
Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\0e0ed08d-3021-49a7-9098-7c90afeb2fd5___RS_GLSp 4346.JPG,7
Blueberry___healthy\a5506fba-2c74-4387-8511-f5e1ba8c5a94___RS_HL 2668.JPG,4
Tomato___healthy\cc86c41e-9f5d-4b68-af29-a3e405edf69d___GH_HL Leaf 324.JPG,37
Cherry_(including_sour)___healthy\0580bdc7-e60e-4ba9-87dc-1202e57b94aa___JR_HL 4159.JPG,6
Corn_(maize)___Common_rust_\RS_Rust 2529.JPG,8
"Pepper,_bell___healthy\6c8c4568-cedf-4f9a-8441-54fef4ea301a___JR_HL 8148.JPG",19
Grape___Esca_(Black_Measles)\e25ca1b5-06ec-4f1b-a1ed-bad8ad1ee0c2___FAM_B.Msls 0837.JPG,12
Orange___Haunglongbing_(Citrus_greening)\9745c943-50a7-44ba-951e-55c49ba416c0___CREC_HLB 4276.JPG,15
Tomato___Early_blight\654d7c11-664e-47c0-a6aa-c5c45a07e386___RS_Erly.B 7799.JPG,29
Grape___Black_rot\1559ee07-0272-4e4f-ac7a-66d47d3a808d___FAM_B.Rot 3249.JPG,11
Orange___Haunglongbing_(Citrus_greening)\ab57bf4c-09ff-40ca-aecd-a061c1243ddf___CREC_HLB 4794.JPG,15
Peach___Bacterial_spot\f67f4a51-f763-4155-a805-f5f8a8ac0d69___Rutg._Bact.S 1997.JPG,16
Orange___Haunglongbing_(Citrus_greening)\08e16d19-2f65-494f-b201-f0db9990c76e___CREC_HLB 5409.JPG,15
Apple___healthy\1d4ea234-bb1b-44ec-9114-d1ea9abece5c___RS_HL 8002.JPG,3
Soybean___healthy\34a2004e-00b9-45f6-b80f-e308862537f1___RS_HL 4644.JPG,24
Tomato___Tomato_Yellow_Leaf_Curl_Virus\06cecb07-b3da-4aef-94ff-d6c6d36ddd91___YLCV_NREC 2287.JPG,35
Apple___healthy\8098a8fe-6a51-485f-ab92-97350982e651___RS_HL 7474.JPG,3
Orange___Haunglongbing_(Citrus_greening)\794f1705-fdb7-4904-a51e-357054240c8e___UF.Citrus_HLB_Lab 9837.JPG,15
Strawberry___Leaf_scorch\4398c59e-dc1d-4778-8218-15804ac8f2b6___RS_L.Scorch 1606.JPG,26
Tomato___Tomato_Yellow_Leaf_Curl_Virus\76bc3125-07e1-40f7-9a88-e3fa2153569b___UF.GRC_YLCV_Lab 03061.JPG,35
Corn_(maize)___Northern_Leaf_Blight\5c867753-033e-4b36-b7dc-bc6470842130___RS_NLB 4233.JPG,9
Corn_(maize)___healthy\f09ff96a-fb4b-47c4-887e-2734dadb7feb___R.S_HL 8166 copy 2.jpg,10
Tomato___Late_blight\f25bcf32-3bf7-4137-9d9a-ab195d4f7d3f___GHLB2 Leaf 9049.JPG,30
Tomato___healthy\ce303601-b655-483c-9778-3cbd317606be___RS_HL 0163.JPG,37
Soybean___healthy\213c117b-555e-4e89-a8f4-f4b71f5aa89a___RS_HL 3626.JPG,24
"Pepper,_bell___healthy\39f9b3aa-9424-4f3c-9988-1b576a23eb93___JR_HL 5908.JPG",19
Cherry_(including_sour)___Powdery_mildew\f7f22a1d-718d-4b6d-ac7a-e0121d97d55e___FREC_Pwd.M 4533.JPG,5
Apple___healthy\5fbda72a-a8f7-4ac9-a1d9-6c8d2e316297___RS_HL 7747.JPG,3
Corn_(maize)___healthy\5cea75f9-09bb-4840-8646-35fe12841bf3___R.S_HL 8127 copy.jpg,10
Tomato___Bacterial_spot\689d9301-7023-4488-9c9e-ba194bbd195b___GCREC_Bact.Sp 3315.JPG,28
Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\29f064ba-c8cd-47f7-add1-24fe1263f2db___RS_GLSp 9319.JPG,7
Tomato___Bacterial_spot\541eaa7a-3967-4c6a-8a5d-4c9a1ad1881d___UF.GRC_BS_Lab Leaf 9240.JPG,28
Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\7d21b437-76e2-4817-a4fb-f0c7f6cdda12___FAM_L.Blight 4683.JPG,13
Soybean___healthy\bcceb05d-85a7-4e3d-aa18-3a2fe26bd2f3___RS_HL 6548.JPG,24
Corn_(maize)___Common_rust_\RS_Rust 2006.JPG,8
Tomato___Tomato_Yellow_Leaf_Curl_Virus\b45afa3d-e908-428c-b680-3093b30e0e06___UF.GRC_YLCV_Lab 02940.JPG,35
Potato___Late_blight\3e81c41f-5b6b-4458-8aa8-6a544a8e678c___RS_LB 4963.JPG,21
Grape___Black_rot\2937853b-b9b5-4bb1-8dcc-913403781965___FAM_B.Rot 3565.JPG,11
Orange___Haunglongbing_(Citrus_greening)\f1196567-5fdf-48d7-aabe-953f4f55bccd___UF.Citrus_HLB_Lab 1235.JPG,15
Potato___Late_blight\7e1b19fc-c79d-4898-9e69-9843dd8aa1b6___RS_LB 3137.JPG,21
Tomato___Tomato_Yellow_Leaf_Curl_Virus\42af617f-6bce-47e9-b9c7-ef84034a5bb2___UF.GRC_YLCV_Lab 09540.JPG,35
Tomato___Bacterial_spot\bc185bd9-5335-4fd5-b426-8c30b56feda3___UF.GRC_BS_Lab Leaf 8782.JPG,28
Tomato___Late_blight\9718ddc7-7afb-40e4-b94a-bf86c9e0beea___GHLB2 Leaf 8642.JPG,30
Tomato___Tomato_Yellow_Leaf_Curl_Virus\67d8a1e8-668e-40ad-a8d2-3da621594ecf___YLCV_GCREC 2598.JPG,35
Strawberry___Leaf_scorch\59913539-b991-45d9-a50b-a9cb840daa81___RS_L.Scorch 0919.JPG,26
Soybean___healthy\090ce827-c5bb-4353-ae69-3d1a2c9c0814___RS_HL 6470.JPG,24
Apple___Apple_scab\b8829a11-a69e-479f-977e-3890cd1d76b1___FREC_Scab 3144.JPG,0
Tomato___Late_blight\8db4bafa-489e-42ff-ad14-98cb9af8e733___RS_Late.B 5397.JPG,30
Corn_(maize)___Common_rust_\RS_Rust 2377.JPG,8
Soybean___healthy\2e229d91-8ed4-4ed1-b13b-ebb1f47087c2___RS_HL 5610 1.JPG,24
Soybean___healthy\a643545d-62d1-4645-8e54-2b79607d5551___RS_HL 6633.JPG,24
Tomato___Late_blight\c7871a80-0d29-40ab-b117-344808cb3485___GHLB_PS Leaf 33 Day 13.jpg,30
Peach___Bacterial_spot\e00db2e0-1547-449b-912f-cc4540b3a2d0___Rutg._Bact.S 1608.JPG,16
Tomato___Leaf_Mold\a37dad1e-446e-42f9-a923-b6a654e4132a___Crnl_L.Mold 7155.JPG,31
Potato___Late_blight\bf07f2b7-6ab3-4192-a418-ecabc32a11fe___RS_LB 2576.JPG,21
Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\3580241f-2a73-45cb-9f96-866189380c6c___FAM_L.Blight 4547.JPG,13
Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\28053016-02de-4e13-ade3-e6d8b9a22eb3___FAM_L.Blight 3640.JPG,13
Orange___Haunglongbing_(Citrus_greening)\0d415a82-67f2-42ee-bb24-0a5f436ea093___CREC_HLB 5056.JPG,15
Blueberry___healthy\ac64e42e-f4fa-4599-9480-36360e8f111e___RS_HL 5095.JPG,4
Soybean___healthy\3f4e1b10-ff06-4ea4-b6ac-dd77d40cecc5___RS_HL 7054.JPG,24
Soybean___healthy\04f0e8b3-fedc-4b17-8655-b8ee371ad23f___RS_HL 2737.JPG,24
Tomato___Septoria_leaf_spot\8f2c9096-f0af-4f68-a0cb-9343ac4eacb2___Matt.S_CG 1228.JPG,32
Grape___Black_rot\3f092a00-8ffd-4bc7-9c33-17555cb192c3___FAM_B.Rot 0654.JPG,11
Cherry_(including_sour)___Powdery_mildew\4e25945a-6555-4546-b605-414bd68a7fe0___FREC_Pwd.M 4628.JPG,5
Tomato___healthy\b9046af2-28a7-4546-9107-1ae6d0bb7de7___RS_HL 0174.JPG,37
Corn_(maize)___healthy\e517d2aa-8ab5-4c2b-833d-5c7d3afc7783___R.S_HL 8163 copy 2.jpg,10
Soybean___healthy\ac383602-48aa-40c3-976f-15d2b14ff84e___RS_HL 6594.JPG,24
Orange___Haunglongbing_(Citrus_greening)\3c81c8f6-242a-46f7-82bf-1d07a0505f6b___CREC_HLB 7504.JPG,15
Potato___Late_blight\0450570b-44d1-4290-956d-5d970164a2e2___RS_LB 5160.JPG,21
Tomato___Bacterial_spot\1f20e293-16a2-4910-aa0a-b77268ff20a0___GCREC_Bact.Sp 3073.JPG,28
Soybean___healthy\12c697fc-26e6-48f9-bf0c-729f820e1e83___RS_HL 5530 1.JPG,24
Corn_(maize)___healthy\993fce59-927c-405d-9761-784d15d8c799___R.S_HL 8064 copy 2.jpg,10
Tomato___Target_Spot\c47422bf-8899-4aec-a29b-1fd737292bf7___Com.G_TgS_FL 9868.JPG,34
Potato___healthy\5e19b1f4-fd65-4c4d-bcd2-18c8c519eddb___RS_HL 1965.JPG,22
Orange___Haunglongbing_(Citrus_greening)\bf62e94d-3ccf-46c3-81f1-2f1aba095994___UF.Citrus_HLB_Lab 0596.JPG,15
Cherry_(including_sour)___Powdery_mildew\6549d4d7-4649-4059-8f94-e106f268119c___FREC_Pwd.M 0458.JPG,5
Corn_(maize)___healthy\191bcfb4-15b4-4ffe-8ebd-b540b52ed136___R.S_HL 8092 copy 2.jpg,10
Corn_(maize)___Common_rust_\RS_Rust 2461.JPG,8
Tomato___Tomato_Yellow_Leaf_Curl_Virus\3f73a845-f3d0-4085-9991-6a523646be37___UF.GRC_YLCV_Lab 09569.JPG,35
Grape___Esca_(Black_Measles)\a1171d34-0b12-4627-ac61-16b7340a7e50___FAM_B.Msls 3991.JPG,12
Peach___Bacterial_spot\95f04f3e-4ff2-4b2c-a98f-6a8c6323c5e0___Rutg._Bact.S 1316.JPG,16
Tomato___Spider_mites Two-spotted_spider_mite\dfa0fb4a-f4c7-4e2f-b8d1-45a6aea110cc___Com.G_SpM_FL 8622.JPG,33
Soybean___healthy\481a26ad-0fa7-4812-a8f8-158945c14e21___RS_HL 7039.JPG,24
Grape___Esca_(Black_Measles)\0cc3eac2-1289-4aee-9936-b541ca7fbffa___FAM_B.Msls 4234.JPG,12
Peach___Bacterial_spot\eb5e4575-3603-4d17-8132-53832e4c88e9___Rutg._Bact.S 1635.JPG,16
Corn_(maize)___Northern_Leaf_Blight\d4e0ed9b-03b3-487a-9fc5-1a1be771367f___RS_NLB 4256.JPG,9
Soybean___healthy\d00df1b2-3561-4ccf-8648-da1398c01913___RS_HL 6010.JPG,24
Soybean___healthy\fe79b51f-a37e-4852-b4b8-bda523e9da39___RS_HL 5528.JPG,24
Corn_(maize)___Northern_Leaf_Blight\8c674c27-dcc1-4ce3-a3e7-669f9dd3521b___RS_NLB 3867.JPG,9
Orange___Haunglongbing_(Citrus_greening)\1a3a5d93-5025-473f-9ac2-5f963e50c5f9___UF.Citrus_HLB_Lab 0692.JPG,15
Tomato___Tomato_Yellow_Leaf_Curl_Virus\3f6c8220-842b-44ee-a3c7-7a8ae50412bc___YLCV_NREC 2543.JPG,35
Tomato___Tomato_Yellow_Leaf_Curl_Virus\6ff8f2bf-6ba0-417b-8f85-736d191eca9b___YLCV_GCREC 2835.JPG,35
Apple___healthy\f6424729-cfe4-4f67-bd16-d4c5c84daaa0___RS_HL 6195.JPG,3
Soybean___healthy\974affbf-d47c-41ba-9c50-ab72e40f0dc9___RS_HL 6198.JPG,24
Tomato___Early_blight\9249614a-4e74-49af-81ab-f8d0689fdc50___RS_Erly.B 7610.JPG,29
Tomato___Spider_mites Two-spotted_spider_mite\63384c82-1527-482a-93e4-51841ad0506c___Com.G_SpM_FL 1373.JPG,33
Peach___Bacterial_spot\ea1f0688-49d1-449c-9d69-cf600de72b0c___Rutg._Bact.S 1775.JPG,16
Strawberry___Leaf_scorch\b234ecfc-d547-4ef5-b32f-d49a252b473c___RS_L.Scorch 0943.JPG,26
Tomato___Bacterial_spot\23dc9572-9fab-4847-b1dd-9c63e9ee010b___GCREC_Bact.Sp 5811.JPG,28
Tomato___Tomato_Yellow_Leaf_Curl_Virus\67be104d-cbf0-4ec8-9137-6d3cc1f2b9ed___YLCV_GCREC 5330.JPG,35
Tomato___Septoria_leaf_spot\e09ba1ab-7952-4b09-a886-0025c4536d7c___Keller.St_CG 1936.JPG,32
Tomato___healthy\6a74d0a9-4a5e-4dc2-9e14-aeade8b0c3b2___GH_HL Leaf 400.1.JPG,37
Tomato___Leaf_Mold\b2f8fe67-6a72-48ff-b04a-3d9f9368aded___Crnl_L.Mold 6565.JPG,31
Tomato___Bacterial_spot\1c5d49ef-1d7e-4b76-b33a-da162fe99eb2___GCREC_Bact.Sp 3506.JPG,28
Soybean___healthy\d3916a4b-91ea-4e53-b826-8a93a0ec9370___RS_HL 7482.JPG,24
"Pepper,_bell___Bacterial_spot\33941a5f-32df-4c22-956f-e6db538dac8d___JR_B.Spot 3344.JPG",18
Tomato___Bacterial_spot\a9081e18-5a97-428a-af5d-6788d430d152___GCREC_Bact.Sp 3347.JPG,28
Orange___Haunglongbing_(Citrus_greening)\d62f8f78-a748-4386-8ee9-95b932eb28bb___CREC_HLB 6532.JPG,15
Apple___Apple_scab\7b7c32e3-68f8-4280-acda-4c6e67f4725f___FREC_Scab 3340.JPG,0
Blueberry___healthy\e345f36c-fdaf-4a3d-bafa-ec637147d819___RS_HL 4919.JPG,4
Apple___Cedar_apple_rust\503fa8ad-36cc-41ea-997c-d61727a7677c___FREC_C.Rust 3842.JPG,2
Tomato___Tomato_Yellow_Leaf_Curl_Virus\4964285f-778f-4da8-a17e-e4fd82392185___YLCV_NREC 2098.JPG,35
Strawberry___healthy\3fef560f-5660-4e47-bc07-7a847ceb6a3f___RS_HL 4740.JPG,27
Grape___Black_rot\df755deb-0a16-4b1c-9717-5b7d34a4a05b___FAM_B.Rot 5057.JPG,11
Tomato___Tomato_Yellow_Leaf_Curl_Virus\03d6f96a-c309-4f34-94a3-6d6c3064eaf5___YLCV_GCREC 2841.JPG,35
Raspberry___healthy\2d98e51f-8702-4309-944b-e196c2ec5275___Mary_HL 6241.JPG,23
Corn_(maize)___Northern_Leaf_Blight\2ea20efb-b8d6-4ff9-8e72-418fd4a239f0___RS_NLB 4022.JPG,9
Orange___Haunglongbing_(Citrus_greening)\5cbd9f63-1033-4607-84cd-3934f09fd2de___CREC_HLB 5418.JPG,15
Soybean___healthy\665c32c9-1820-403c-a6a2-372126e512b1___RS_HL 7269.JPG,24
Corn_(maize)___Common_rust_\RS_Rust 1712.JPG,8
"Pepper,_bell___Bacterial_spot\37e9bf3a-85da-4114-8e69-185498b9a9af___JR_B.Spot 3337.JPG",18
Apple___Apple_scab\99e03a3c-c68f-4648-af09-877c57d6b115___FREC_Scab 3054.JPG,0
Tomato___Target_Spot\b609cf94-4fc0-495c-84c7-ce84354ffc5f___Com.G_TgS_FL 8343.JPG,34
Tomato___Late_blight\86a83826-1cb7-458c-8999-91455fb9b4b0___GHLB2 Leaf 96.1.JPG,30
Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\8243e3f5-4864-4944-956c-9fdcab4b18ef___FAM_L.Blight 1548.JPG,13
"Pepper,_bell___healthy\238821ef-0422-4edf-a574-d3df77b42ac5___JR_HL 5835.JPG",19
"Pepper,_bell___Bacterial_spot\42ef264d-f255-4674-885a-0921a0e7f649___JR_B.Spot 9022.JPG",18
Orange___Haunglongbing_(Citrus_greening)\a51de994-fc1c-4658-9a8e-0255b01e6965___UF.Citrus_HLB_Lab 0437.JPG,15
Corn_(maize)___Common_rust_\RS_Rust 1979.JPG,8
Grape___Esca_(Black_Measles)\a3b0be25-d00e-4069-93ce-c6938b065476___FAM_B.Msls 4150.JPG,12
Soybean___healthy\1636695e-a458-4162-b40f-139a035c8931___RS_HL 4726.JPG,24
Soybean___healthy\24610168-0f07-40e0-8a0a-9c62829aa774___RS_HL 4587.JPG,24
"Pepper,_bell___Bacterial_spot\57d9d6f1-8f81-4b5b-8985-c82b136a6c4c___JR_B.Spot 8846.JPG",18
Peach___Bacterial_spot\f831abb2-f1c6-48da-9bc3-bb8dfdb290db___Rutg._Bact.S 1411.JPG,16
Orange___Haunglongbing_(Citrus_greening)\08615e08-6b98-4bba-94d4-01c9d7c51b90___CREC_HLB 5420.JPG,15
Soybean___healthy\9b0e90ff-549b-4a4e-99af-f2b0319408db___RS_HL 3628.JPG,24
Tomato___Bacterial_spot\f0f7740b-f202-4119-9d9c-b187fe33829a___GCREC_Bact.Sp 3247.JPG,28
Peach___healthy\d6248627-9a42-424d-95d3-ca56eb076206___Rutg._HL 3629.JPG,17
Soybean___healthy\65636851-810b-46ee-bbce-6e1e3be730d7___RS_HL 7341.JPG,24
Grape___Esca_(Black_Measles)\7ae8ced4-403d-402f-8035-1efa30ed9b2a___FAM_B.Msls 1797.JPG,12
Corn_(maize)___Common_rust_\RS_Rust 2502.JPG,8
Soybean___healthy\485ed2f3-eba6-44cf-a6ef-56605049d37c___RS_HL 3794.JPG,24
Tomato___Spider_mites Two-spotted_spider_mite\89f4682e-96b6-4eba-a8ce-b485b42175ef___Com.G_SpM_FL 8541.JPG,33
Tomato___healthy\7a51866d-a48a-4443-8243-b7de56104946___RS_HL 0311.JPG,37
Orange___Haunglongbing_(Citrus_greening)\2cfd727a-0cad-46fa-b8b9-f09dc730c347___UF.Citrus_HLB_Lab 0781.JPG,15
Soybean___healthy\036b603d-5b34-47f5-ace5-ed496e7af724___RS_HL 5688 1.JPG,24
Apple___healthy\f109ab3b-0e85-47e6-9c7b-fe1b7a52a530___RS_HL 7975.JPG,3
Peach___Bacterial_spot\aeead217-9a57-4422-928a-ee160d6af27e___Rut._Bact.S 1384.JPG,16
Blueberry___healthy\e0bc5390-7104-41c5-94ae-ffbf3bd9a090___RS_HL 2531.JPG,4
Orange___Haunglongbing_(Citrus_greening)\0375c0c8-c0c0-43db-8938-faf26d568346___UF.Citrus_HLB_Lab 1242.JPG,15
Grape___Black_rot\6da59cba-0106-437d-9b75-58c82c01df93___FAM_B.Rot 0433.JPG,11
Soybean___healthy\ded5a719-110f-4d65-9106-734b37b10ce5___RS_HL 4005.JPG,24
Apple___healthy\dd296b3c-b97a-4af0-b9f2-3085b1e8b35a___RS_HL 7503.JPG,3
Orange___Haunglongbing_(Citrus_greening)\52fd90bb-fb42-4c98-9d90-0c6d595dbacf___UF.Citrus_HLB_Lab 1032.JPG,15
Orange___Haunglongbing_(Citrus_greening)\039e48af-8cf4-49c5-b537-e1158450dc99___CREC_HLB 4690.JPG,15
Tomato___Tomato_Yellow_Leaf_Curl_Virus\c5403580-cb8c-4440-87af-805598f8a1b0___YLCV_NREC 2119.JPG,35
Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\de9dc91d-a07b-4b19-bb96-9d5cea2e230b___FAM_L.Blight 4749.JPG,13
Apple___Cedar_apple_rust\85f1b51d-ad5e-4ec2-a46b-2a9dade22e2a___FREC_C.Rust 9971.JPG,2
Soybean___healthy\fd995101-e6de-4588-b162-888bc76d710b___RS_HL 2975.JPG,24
Tomato___Leaf_Mold\ffb2d848-e46c-485c-a633-8d6137dd3dbf___Crnl_L.Mold 8735.JPG,31
Tomato___Bacterial_spot\aec51dd9-6ce4-482c-af62-872f20de45a5___GCREC_Bact.Sp 3773.JPG,28
Soybean___healthy\7836db5a-39a2-4187-a80a-d2152e288ccd___RS_HL 5868.JPG,24
Strawberry___Leaf_scorch\fa2d430f-43cf-4dd8-bb7d-c03836e480f8___RS_L.Scorch 1227.JPG,26
Soybean___healthy\21f23c22-b70b-425b-b898-dc8db2601517___RS_HL 4136.JPG,24
Orange___Haunglongbing_(Citrus_greening)\0a1c9371-1092-4228-b09e-a4d0647e5316___CREC_HLB 4844.JPG,15
Peach___healthy\a83faf6a-2aa7-4bc3-8709-f5acc6255bd7___Rutg._HL 3678.JPG,17
Strawberry___healthy\1a119565-0295-4692-95cd-fbc32728f855___RS_HL 1853.JPG,27
Tomato___Spider_mites Two-spotted_spider_mite\b9a0012e-660a-49f3-99ca-6df978160aea___Com.G_SpM_FL 9486.JPG,33
Corn_(maize)___Common_rust_\RS_Rust 2199.JPG,8
Soybean___healthy\39caaf41-4805-4376-942c-36e3cccacd1c___RS_HL 5414.JPG,24
"Pepper,_bell___healthy\e2181b5a-c576-48d9-8e03-ab8a9c6ff952___JR_HL 7812.JPG",19
Tomato___Tomato_Yellow_Leaf_Curl_Virus\91283b6b-c36d-4ee6-8ab9-fae527f1dce0___UF.GRC_YLCV_Lab 01775.JPG,35
Grape___Black_rot\61d82157-b873-457a-ae37-0ed62d6e8c51___FAM_B.Rot 3135.JPG,11
Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\f636d153-3cbb-45e1-a691-40687e1bbe99___FAM_L.Blight 1630.JPG,13
Tomato___Target_Spot\c60f807c-c094-4fd0-bd34-ccc329d146e9___Com.G_TgS_FL 0675.JPG,34
"Pepper,_bell___Bacterial_spot\b766708d-5d33-4034-afc8-fbf9ffece733___JR_B.Spot 9037.JPG",18
"Pepper,_bell___Bacterial_spot\b45fccde-f383-4741-a19a-fb48dc215190___JR_B.Spot 3098.JPG",18
Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\e2f2b0e6-4f9e-401a-9fd6-2c06f46aea3d___FAM_L.Blight 1474.JPG,13
Strawberry___healthy\e25be174-f4b9-453e-9287-faae83c62ff4___RS_HL 2025.JPG,27
Tomato___Septoria_leaf_spot\c0d0864c-19ee-41ca-87a4-3b0d68bff440___Matt.S_CG 2808.JPG,32
Strawberry___healthy\e4c52c2f-1524-4e9f-b26f-0a15023d487f___RS_HL 1727.JPG,27
Tomato___Leaf_Mold\00694db7-3327-45e0-b4da-a8bb7ab6a4b7___Crnl_L.Mold 6923.JPG,31
Orange___Haunglongbing_(Citrus_greening)\cecbb899-ae51-4f6d-b167-ace1b30f8bdb___UF.Citrus_HLB_Lab 0804.JPG,15
Apple___healthy\d56f2b29-74ed-4997-a16c-f3416fe36c04___RS_HL 7988.JPG,3
Tomato___Septoria_leaf_spot\5f2b2f49-dc97-43ae-9213-5d8a19a0e61d___Matt.S_CG 7372.JPG,32
Apple___Black_rot\6941b868-48df-4f58-9b34-4bc9d9e82867___JR_FrgE.S 8668.JPG,1
Soybean___healthy\4b20c47b-7923-42f4-9ec5-f7fadb0f9ab2___RS_HL 3500.JPG,24
Corn_(maize)___healthy\a9b8dca9-da3d-4206-94b9-38fd2781bfc7___R.S_HL 0619 copy 2.jpg,10
Orange___Haunglongbing_(Citrus_greening)\2c072237-50e2-4e37-8c20-e265a3495b64___UF.Citrus_HLB_Lab 9866.JPG,15
Peach___healthy\5defc887-a5af-4a56-aabb-0430136f1f25___Rutg._HL 3692.JPG,17
Corn_(maize)___Common_rust_\RS_Rust 2063.JPG,8
Tomato___Leaf_Mold\fd2cc427-8f4c-4551-96db-bd5d53974039___Crnl_L.Mold 6684.JPG,31
Soybean___healthy\9b297ebe-8c3e-4e5b-9f5f-3bddfe0493a5___RS_HL 6202.JPG,24
Tomato___Early_blight\84e8f373-1499-4e1e-afcc-ca5ec48d661c___RS_Erly.B 6440.JPG,29
Corn_(maize)___Common_rust_\RS_Rust 2324.JPG,8
Orange___Haunglongbing_(Citrus_greening)\39e0aa0b-58fa-40f4-8cb2-e072de44a32a___UF.Citrus_HLB_Lab 1036.JPG,15
Cherry_(including_sour)___healthy\8c564a28-4d4c-49b7-a28d-a5e41ff8e205___JR_HL 9531.JPG,6
Orange___Haunglongbing_(Citrus_greening)\b9f0b98f-7d13-476d-9f94-2c9a77f238ad___CREC_HLB 7549.JPG,15
Tomato___Early_blight\1bdb9ab4-1a7a-449a-b848-c446d7615d42___RS_Erly.B 8443.JPG,29
Cherry_(including_sour)___healthy\1f37c6f5-f412-4367-b88c-af380713ca97___JR_HL 9714.JPG,6
Strawberry___healthy\64aea8c6-24df-40c1-9d68-0221f4151383___RS_HL 2103.JPG,27
Grape___Black_rot\359365bc-e7f6-4742-9ec2-4d28b68c8bc6___FAM_B.Rot 3604.JPG,11
Tomato___Spider_mites Two-spotted_spider_mite\2aa0254f-e3c8-400f-bb0c-c039f19f4aa5___Com.G_SpM_FL 1649.JPG,33
Apple___healthy\9f6f67e7-5369-4642-9594-a29fba331a5c___RS_HL 5907.JPG,3
Cherry_(including_sour)___Powdery_mildew\ac4e6f2c-b2f6-4a21-a42a-b51ae78b38a4___FREC_Pwd.M 0255.JPG,5
Tomato___Target_Spot\9ecff2bd-36a3-49fb-a71f-3690d2a315e9___Com.G_TgS_FL 0945.JPG,34
Corn_(maize)___healthy\d16351b3-76fb-4d80-b2e4-2809bcf06380___R.S_HL 5538 copy.jpg,10
"Pepper,_bell___healthy\53b71f64-417e-4fef-85c9-31a60424b6f0___JR_HL 8300.JPG",19
Soybean___healthy\41188a46-99ce-4413-8916-d3b4332ade39___RS_HL 7141.JPG,24
Soybean___healthy\be034e73-f3f4-4d08-9a73-b7133e86bf27___RS_HL 7160.JPG,24
"Pepper,_bell___healthy\88b832b8-5c4c-4c27-912b-7ea91db50fb0___JR_HL 8158.JPG",19
Grape___Black_rot\726f2717-235a-45cf-8a0b-ba76b5e54771___FAM_B.Rot 3217.JPG,11
Tomato___healthy\4022afd0-756b-4f07-9a8a-3cdf425d0cc5___RS_HL 0134.JPG,37
